Freq    EExt    Runtime
800	576.224	222.009
900	584.936	213.01
1000	588.997	211.096
1100	588.19	202
1200	620.503	202
1300	639.383	200
1400	662.601	198.001
1500	709.451	193
1600	745.939	192
